INSTNM,CITY,INSTURL,st_fips,LATITUDE,LONGITUDE,MENONLY,WOMENONLY,RELAFFIL,ADM_RATE
Professional Career Training Institute,Houston,www.pcti.edu/,48,29.9814,-95.4272,0,0,NULL,NULL
Cannon Institute of Higher Learning,Dallas,www.cannoninstitute.org/,48,32.8287,-96.8728,0,0,NULL,NULL
Cardiotech Ultrasound School,Houston,www.cardiotech.org/,48,29.6755,-95.5929,0,0,NULL,NULL
DuVall's School of Cosmetology,Bedford,www.duvallsschool.com,48,32.8507,-97.1684,0,0,NULL,NULL
Advanced Beauty College,Irving,NULL,48,32.8324,-96.9766,0,0,NULL,NULL
Texas Beauty College,Haltom City,texasbeautyinfo.com/,48,32.8154,-97.2645,0,0,NULL,NULL
Avenue Five Institute,Austin,www.avenuefive.com,48,30.3686,-97.7276,0,0,NULL,NULL
The Salon Professional Academy-Lewisville,Lewisville,www.tspadallas.com,48,33.0464,-97.0082,0,0,NULL,NULL
Renaissance Academie,Provo,www.hairschoolonline.com,49,40.2506,-111.6626,0,0,NULL,NULL
Bethel College,Hampton,bcva.edu,51,37.0401,-76.4087,0,0,27,1
Institute of Advanced Medical Esthetics,Richmond,www.theinstituteofadvancedmedicalesthetics.com,51,37.6273,-77.552,0,0,NULL,NULL
Gary Manuel Aveda Institute,Seattle,www.gmaveda.com/,53,47.6143,-122.3194,0,0,NULL,0.8347
Northwest School of Wooden Boat Building,Port Hadlock,www.nwboatschool.org,53,48.034,-122.7528,0,0,NULL,NULL
Bainbridge Graduate Institute,Seattle,www.bgi.edu,53,47.6278,-122.519,0,0,NULL,NULL
The Salon Professional Academy-Onalaska,Onalaska,www.salonproacademy.com,55,43.8738,-91.1973,0,0,NULL,NULL
Regency Beauty Institute-North Tucson,Tucson,www.regency.edu,4,32.2867,-110.9623,0,0,NULL,NULL
Kaplan College-Chula Vista,Chula Vista,www.kaplancollege.com/chula-vista-ca/,6,32.6291,-117.0887,0,0,NULL,NULL
InterCoast Colleges-Roseville,Roseville,www.intercoast.edu,6,38.7238,-121.2923,0,0,NULL,NULL
West Coast University-Orange County,Anaheim,westcoastuniversity.edu/campuses/orange-county.html,6,33.8111,-117.9115,0,0,NULL,0.5263
West Coast University-Ontario,Ontario,westcoastuniversity.edu/campuses/ontario.html,6,34.0657,-117.5908,0,0,NULL,0.4902
Dade Medical College-Homestead,Homestead,www.dademedical.edu/index.html,12,25.4733,-80.4773,0,0,NULL,NULL
Virginia College-Augusta,Augusta,www.vc.edu/campus/augusta-georgia-college.cfm,13,33.4492,-82.0546,0,0,NULL,NULL
Midwest Technical Institute-East Peoria,East Peoria,www.midwesttech.edu,17,40.6454,-89.5465,0,0,NULL,NULL
Paul Mitchell the School-Chicago,Chicago,chicago.paulmitchell.edu,17,41.8667,-87.6468,0,0,NULL,NULL
Kaplan College-Indianapolis,Indianapolis,www.kaplancollege.com/indianapolis-in/,18,39.7044,-86.149,0,0,NULL,NULL
Regency Beauty Institute-Evansville,Evansville,www.regency.edu,18,37.9811,-87.4888,0,0,NULL,NULL
Regency Beauty Institute-Wichita,Wichita,www.regency.edu,20,37.679,-97.2389,0,0,NULL,NULL
Regency Beauty Institute-Shreveport,Shreveport,www.regency.edu,22,32.4377,-93.7155,0,0,NULL,NULL
Regency Beauty Institute-Springfield,Springfield,www.regency.edu,29,37.1595,-93.2708,0,0,NULL,NULL
Regency Beauty Institute-Canton,Canton,www.regency.edu,39,40.8619,-81.4324,0,0,NULL,NULL
Regency Beauty Institute-Spartanburg,Spartanburg,www.regency.edu,45,34.9259,-81.9947,0,0,NULL,NULL
Regency Beauty Institute-Chattanooga,Chattanooga,www.regency.edu,47,35.0393,-85.1505,0,0,NULL,NULL
Regency Beauty Institute-Mesquite,Mesquite,www.regency.edu,48,32.7957,-96.6272,0,0,NULL,NULL
Kaplan Career Institute-Dearborn,Detroit,www.kaplancareerinstitute.com/dearborn-mi/,26,42.329,-83.2197,0,0,NULL,NULL
Dorsey Business Schools-Waterford Pontiac,Pontiac,www.dorsey.edu,26,42.6445,-83.3261,0,0,NULL,NULL
Regina's College of Beauty-High Point,High Point,reginascollegeofbeauty.com/index2.html,37,35.9548,-80.0145,0,0,NULL,NULL
Miller-Motte College-Fayetteville,Fayetteville,www.miller-motte.edu,37,35.1117,-78.8794,0,0,NULL,NULL
Drake College of Business-Newark,Newark,www.drakecollege.edu/,34,40.7349,-74.1724,0,0,NULL,NULL
European Massage Therapy School-Las Vegas,Las Vegas,www.school-for-massage.com,32,36.159,-115.2858,0,0,NULL,NULL
Harrison College-Grove City,Grove City,harrison.edu,39,39.8822,-83.0459,0,0,NULL,1
Miller-Motte Technical College-Columbus,Columbus,www.miller-motte.edu,13,32.48,-84.9366,0,0,NULL,NULL
National University College-Ponce,Ponce,www.nuc.edu,72,17.9804,-66.606,0,0,NULL,0.8379
Fortis Institute-Grand Prairie,Grand Prairie,www.fortis.edu/,48,32.761,-97.0059,0,0,NULL,NULL
Paul Mitchell the School-St George,Washington,stgeorge.paulmitchell.edu/,49,37.1289,-113.5191,0,0,NULL,NULL
The Art Institute of Virginia Beach,Virginia Beach,www.artinstitutes.edu/virginia-beach/,51,36.8422,-76.1314,0,0,NULL,NULL
Bryant & Stratton College-Bayshore,Glendale,www.bryantstratton.edu,55,43.1194,-87.9154,0,0,NULL,NULL
Daymar College-Online,Louisville,www.daymarcollege.edu/,21,38.2918,-85.5175,0,0,NULL,NULL
Virginia College-Columbia,Columbia,www.vc.edu,45,34.0643,-80.9578,0,0,NULL,NULL
Sanford-Brown College-Dearborn,Dearborn,www.sanfordbrown.edu/Dearborn,26,42.3327,-83.2088,0,0,NULL,NULL
Sanford-Brown College-Grand Rapids,Grand Rapids,www.sanfordbrown.edu/Grand-Rapids,26,42.9155,-85.5681,0,0,NULL,NULL
Sanford-Brown College-Indianapolis,Indianapolis,www.sanfordbrown.edu/Indianapolis,18,39.9153,-86.229,0,0,NULL,NULL
Sanford-Brown College-Hillside,Hillside,www.sanfordbrown.edu/Hillside,17,41.8629,-87.8972,0,0,NULL,NULL
Sanford-Brown College-Tinley Park,Tinley Park,www.sanfordbrown.edu/Tinley-Park,17,41.5568,-87.824,0,0,NULL,NULL
Sanford-Brown College-Phoenix,Phoenix,www.sanfordbrown.edu/Phoenix,4,33.5741,-112.1124,0,0,NULL,NULL
Sanford-Brown Institute-Orlando,Orlando,www.sanfordbrown.edu/Orlando,12,28.4706,-81.4034,0,0,NULL,NULL
Fortis College-Indianapolis,Indianapolis,www.fortiscollege.edu,18,39.9179,-86.2238,0,0,NULL,NULL
Kaplan College-Arlington,Arlington,www.kaplancollege.com/arlington-tx/,48,32.708,-97.0615,0,0,NULL,NULL
Kaplan College-Charlotte,Charlotte,www.kaplancollege.com/charlotte-nc/,37,35.1779,-80.7514,0,0,NULL,NULL
Kaplan College-Jacksonville,Jacksonville,www.kaplancollege.com/jacksonville-fl/,12,30.2887,-81.5818,0,0,NULL,NULL
Globe University-Madison East,Madison,www.globeuniversity.edu/,55,43.1458,-89.2972,0,0,NULL,NULL
Minnesota School of Business-Lakeville,Lakeville,www.msbcollege.edu/,27,44.692,-93.2869,0,0,NULL,NULL
Globe University–Green Bay,Green Bay,www.globeuniversity.edu,55,44.456,-87.9979,0,0,NULL,NULL
Globe University–Madison West,Middleton,https://www.globeuniversity.edu/,55,43.0882,-89.5275,0,0,NULL,NULL
Globe University–Wausau,Rothschild,www.globeuniversity.edu/,55,44.8598,-89.6362,0,0,NULL,NULL
Dade Medical College-Hollywood,Hollywood,www.dademedical.edu,12,26.0245,-80.2248,0,0,NULL,NULL
Empire Beauty School-E Memphis,Memphis,www.empire.edu,47,35.1156,-89.9027,0,0,NULL,NULL
Empire Beauty School-Nashville,Brentwood,www.empire.edu,47,35.9673,-86.8147,0,0,NULL,NULL
Empire Beauty School-Jackson,Jackson,www.empire.edu,47,35.6368,-88.8479,0,0,NULL,NULL
Empire Beauty School-Springfield,Springfield,www.empire.edu,42,39.9371,-75.3511,0,0,NULL,NULL
Empire Beauty School-Paramus,Paramus,www.empire.edu,34,40.9135,-74.0456,0,0,NULL,NULL
Empire Beauty School-Speedway,Speedway,www.empire.edu,18,39.7972,-86.2604,0,0,NULL,NULL
Empire Beauty School-Morrow,Morrow,www.empire.edu/,13,33.5652,-84.3263,0,0,NULL,NULL
Strayer University-Arkansas,Little Rock,www.strayer.edu/arkansas/little-rock,5,34.7484,-92.3949,0,0,NULL,NULL
Strayer University-Georgia,Atlanta,www.strayer.edu/georgia/chamblee,13,33.8748,-84.2755,0,0,NULL,NULL
Strayer University-Louisiana,Metairie,www.strayer.edu/louisiana/metairie,22,30.0002,-90.1241,0,0,NULL,NULL
Strayer University-Mississippi,Jackson,www.strayer.edu/mississippi/jackson,28,32.3804,-90.1498,0,0,NULL,NULL
Strayer University-South Carolina,Greenville,www.strayer.edu/south-carolina/greenville,45,34.8266,-82.3699,0,0,NULL,NULL
Strayer University-Texas,Austin,www.strayer.edu/texas/north-austin,48,30.3716,-97.7407,0,0,NULL,NULL
The Art Institute of San Antonio,San Antonio,www.artinstitutes.edu/san-antonio,48,29.5334,-98.5652,0,0,NULL,NULL
Globe University-La Crosse,Onalaska,www.globeuniversity.edu/,55,43.878,-91.1918,0,0,NULL,NULL
The Hair Design School-S Memphis,Memphis,www.empire.edu,47,35.1096,-89.9459,0,0,NULL,NULL
The Hair Design School-Charlotte,Charlotte,www.empire.edu,37,35.2586,-80.7837,0,0,NULL,NULL
The Hair Design School-Durham,Durham,www.empire.edu,37,36.0681,-78.9072,0,0,NULL,NULL
The Hair Design School-E Greensboro,Greensboro,www.empire.edu,37,36.0873,-79.7595,0,0,NULL,NULL
The Hair Design School-Winston-Salem,Winston-Salem,www.empire.edu,37,36.1511,-80.2842,0,0,NULL,NULL
Empire Beauty School-West Palm,West Palm Beach,www.empire.edu,12,26.7067,-80.1071,0,0,NULL,NULL
Empire Beauty School-Pineville,Charlotte,www.empire.edu,37,35.0882,-80.866,0,0,NULL,NULL
The Hair Design School-N Memphis,Memphis,www.empire.edu,47,35.2145,-89.9175,0,0,NULL,NULL
Broadview Entertainment Arts University,Salt Lake City,www.broadviewuniversity.edu/,49,40.7178,-111.8843,0,0,NULL,NULL
Bryant & Stratton College-Hampton,Hampton,www.bryantstratton.edu,51,37.0439,-76.3927,0,0,NULL,NULL
Paul Mitchell the School-Phoenix,Phoenix,phoenix.paulmitchell.edu/,4,33.5239,-112.1329,0,0,NULL,NULL
All Beauty College,Fort Mohave,www.allbeautycollege.com,4,35.0207,-114.5978,0,0,NULL,NULL
Northern California Institute of Cosmetology Inc,San Leandro,www.ncinstitutecosmetology.com,6,37.7307,-122.1604,0,0,NULL,NULL
Golden State College of Court Reporting,Pleasanton,goldenstatecourtreporting.com/,6,37.7009,-121.9326,0,0,NULL,NULL
Preferred College of Nursing-Los Angeles,Los Angeles,www.pcnla.com/,6,34.0617,-118.2984,0,0,NULL,NULL
Trinity Vocational Center,Gardena,trinityvocational.com/,6,33.8583,-118.2965,0,0,NULL,NULL
SICE Paul Mitchell Partner School,Modesto,safavi.paulmitchell.edu/modesto-ca/,6,37.683,-120.9942,0,0,NULL,NULL
Cosmo Beauty Academy,Sacremanto,www.cosmobeautyacademy.edu,6,38.5893,-121.5246,0,0,NULL,NULL
Paul Mitchell the School-Fresno,Fresno,fresno.paulmitchell.edu,6,36.8095,-119.7814,0,0,NULL,NULL
Unitek College,Fremont,unitekcollege.edu/,6,37.5095,-121.962,0,0,NULL,NULL
Gurnick Academy of Medical Arts,San Mateo,www.gurnick.edu,6,37.5472,-122.3085,0,0,NULL,NULL
Southern California University SOMA,Los Angeles,www.scusoma.edu,6,34.0552,-118.2696,0,0,NULL,NULL
Paul Mitchell the School-East Bay,Pleasant Hill,school.paulmitchell.edu/east-bay-ca,6,37.9452,-122.0617,0,0,NULL,NULL
South University–Richmond,Glen Allen,www.southuniversity.edu,51,37.6468,-77.5992,0,0,NULL,0.5135
South University–Virginia Beach,Virginia Beach,www.southuniversity.edu,51,36.8351,-76.1271,0,0,NULL,0.3421
Aveda Institute-Denver,Denver,avedaschooldenver.com/,8,39.7454,-104.9925,0,0,NULL,NULL
Paul Mitchell the School-Colorado Springs,Colorado Springs,coloradosprings.paulmitchell.edu,8,38.8326,-104.8274,0,0,NULL,NULL
The Salon Professional Academy-Colorado Springs,Colorado Springs,www.thesalonprofessionalacademycoloradosprings.com,8,38.8954,-104.7499,0,0,NULL,NULL
Paul Mitchell the School-Delaware,Newark,delaware.paulmitchell.edu/newark-de,10,39.6237,-75.6809,0,0,NULL,NULL
Future-Tech Institute,Miami,www.futuretechinstitute.com/,12,25.7647,-80.2515,0,0,NULL,NULL
Marchman Technical Education Center,New Port Richey,mtec.pasco.k12.fl.us/,12,28.2712,-82.6909,0,0,NULL,NULL
Eureka Institute of Health and Beauty,Miami,www.eurekahealthandbeauty.com/,12,25.7684,-80.3807,0,0,NULL,NULL
The Salon Professional Academy-Ft Myers,North Fort Myers,www.thesalonprofessionalacademyftmyers.com,12,26.6627,-81.8856,0,0,NULL,NULL
SOLEX College,Wheeling,www.solex.edu/,17,42.1398,-87.9076,0,0,NULL,NULL
Unity Cosmetology College,Pontiac,www.beautyschoolsdirectory.com/schools/unity-pontiac/,17,40.8787,-88.636,0,0,NULL,NULL
Universal Spa Training Academy,Downers Grove,www.spatrainingacademy.com,17,41.7958,-87.9938,0,0,NULL,NULL
The Salon Professional Academy-Evansville,Evansville,www.tspaevansville.com,18,37.9877,-87.4833,0,0,NULL,NULL
Tri County Regional Vocational Technical High School,Franklin,www.tri-county.tc,25,42.0958,-71.4271,0,0,NULL,NULL
Compass College of Cinematic Arts,Grand Rapids,compass.edu,26,42.976,-85.6823,0,0,NULL,0.9815
Nova Academy of Cosmetology,Rochester,www.nova-academy.com,27,44.04,-92.4617,0,0,NULL,NULL
Victory Trade School,Springfield,www.victorytradeschool.edu,29,37.2293,-93.2921,0,0,99,NULL
Starting Points Inc,Jersey City,www.startingpoints.edu/,34,40.7297,-74.0695,0,0,NULL,NULL
The Lab-Paul Mitchell Partner School,Ewing,www.pmthelab.edu,34,40.2654,-74.8015,0,0,NULL,NULL
SAE Institute of Technology-New York,New York,newyork.sae.edu/en-us/home/,36,40.7495,-73.9881,0,0,NULL,NULL
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,Latham,www.johnpaolo.edu,36,42.7624,-73.7535,0,0,NULL,NULL
The Artisan College of Cosmetology,Findlay,www.artisancollegeofcos.com/,39,41.0523,-83.6181,0,0,NULL,NULL
Sage School of Massage,Bend,www.sageschoolofmassage.com/,41,44.0676,-121.3009,0,0,NULL,NULL
Lawyer's Assistant School of Dallas,Dallas,www.lasdallas.edu,48,32.8618,-96.7698,0,0,NULL,NULL
ABC Beauty Academy,Garland,www.abcbeautyacademy.webs.com,48,32.9299,-96.6832,0,0,NULL,NULL
Salon & Spa Institute,Brownsville,www.salonspainstitute.com/,48,25.9513,-97.4973,0,0,NULL,NULL
American Beauty Academy,Payson,www.americanbeauty.edu,49,40.0429,-111.7338,0,0,NULL,NULL
The Salon Professional Academy-Tacoma,Tacoma,www.thesalonprofessionalacademytacoma.com,53,47.2227,-122.4715,0,0,NULL,NULL
Academy of Cosmetology,Richland,www.academyofcosmetologyonline.com,53,46.2922,-119.2748,0,0,NULL,NULL
The Academy Waukesha,Waukesha,www.theacademywaukesha.com,55,43.0429,-88.2588,0,0,NULL,NULL
ITT Technical Institute-Merrillville,Merrillville,www.itt-tech.edu,18,41.4647,-87.3262,0,0,NULL,0.6167
ITT Technical Institute-Tallahassee,Tallahassee,www.itt-tech.edu,12,30.4766,-84.2974,0,0,NULL,0.5837
ITT Technical Institute-Salem,Salem,www.itt-tech.edu,51,37.2649,-80.0217,0,0,NULL,0.7351
ITT Technical Institute-Akron,Akron,www.itt-tech.edu,39,41.1349,-81.6245,0,0,NULL,0.6515
ITT Technical Institute-Cedar Rapids,Cedar Rapids,www.itt-tech.edu,19,41.9413,-91.7144,0,0,NULL,NULL
ITT Technical Institute-Corona,Corona,www.itt-tech.edu,6,33.819,-117.5085,0,0,NULL,0.9814
ITT Technical Institute-Johnson City,Johnson City,www.itt-tech.edu,47,36.3823,-82.4294,0,0,NULL,0.9197
ITT Technical Institute-DeSoto,DeSoto,www.itt-tech.edu,48,32.5899,-96.8775,0,0,NULL,0.9
ITT Technical Institute-North Charleston,North Charleston,www.itt-tech.edu,45,32.9007,-80.0294,0,0,NULL,0.9545
ITT Technical Institute-Aurora,Aurora,www.itt-tech.edu,8,39.6748,-104.842,0,0,NULL,0.8269
ITT Technical Institute-West Covina,San Dimas,www.itt-tech.edu,6,34.0686,-117.9422,0,0,NULL,1
ITT Technical Institute-Culver City,Culver City,www.itt-tech.edu,6,33.9817,-118.3959,0,0,NULL,0.9058
ITT Technical Institute-Dearborn,Dearborn,www.itt-tech.edu,26,42.3034,-83.2633,0,0,NULL,0.9826
ITT Technical Institute-Las Vegas,North Las Vegas,www.itt-tech.edu,32,36.2175,-115.1903,0,0,NULL,0.968
Touro University Worldwide,Los Alamitos,www.tuw.edu,6,34.0946,-118.366,0,0,NULL,0.8814
Touro University California,Vallejo,www.tu.edu/,6,38.0885,-122.2659,0,0,80,NULL
The Chicago School of Professional Psychology at Washington DC,Washington,www.thechicagoschool.edu,11,38.9016,-77.0336,0,0,NULL,NULL
Anamarc College-Santa Teresa,Santa Teresa,www.anamarc.edu,35,31.8639,-106.6914,0,0,NULL,NULL
Touro University Nevada,Henderson,www.tun.touro.edu/,32,36.0426,-115.0227,0,0,80,NULL
National College-Willoughby Hills,Willoughby Hills,www.national-college.edu,39,41.5828,-81.4859,0,0,NULL,NULL
Herzing University-Kenosha,Kenosha,www.herzing.edu/,55,42.6031,-87.8575,0,0,NULL,0.7683
Herzing University-Brookfield,Brookfield,www.herzing.edu/,55,43.0269,-88.1153,0,0,NULL,0.6875
Heald College-Modesto,Salida,www.heald.edu/,6,37.7156,-121.0912,0,0,NULL,NULL
Fortis Institute-Houston,Houston,www.fortis.edu/campuses/training-program-450-n-sam-houston-parkway-e-houston-tx.aspx,48,29.9385,-95.3952,0,0,NULL,NULL
Southern Careers Institute-Brownsville,Brownsville,www.scitexas.edu,48,25.9356,-97.4992,0,0,NULL,NULL
Southern Careers Institute-Harlingen,Harlingen,www.scitexas.edu,48,26.1652,-97.6788,0,0,NULL,NULL
Strayer University-Global Region,Washington,www.strayer.edu,11,38.9049,-77.0345,0,0,NULL,NULL
Regina's College of Beauty-Charlotte,Charlotte,reginascollegeofbeauty.com/index2.html,37,35.2362,-80.8841,0,0,NULL,NULL
Kenneth Shuler School of Cosmetology-Florence,Florence,www.kennethshuler.com,45,34.2382,-79.81,0,0,NULL,NULL
Fortis College-Columbia,Columbia,www.fortis.edu/,45,34.0158,-81.0822,0,0,NULL,NULL
Brown Mackie College-Albuquerque,Albuquerque,www.brownmackie.edu,35,35.0793,-106.527,0,0,NULL,NULL
Brown Mackie College-St Louis,Fenton,www.brownmackie.edu,29,38.5444,-90.4365,0,0,NULL,NULL
Avant Gard The School,Avon,www.avantgardtheschool.com,18,39.7601,-86.3782,0,0,NULL,NULL
Toni & Guy Hairdressing Academy-Bellingham,Bellingham,toniguy.com/academy/bellingham/default.aspx,53,48.7505,-122.4762,0,0,NULL,NULL
California University of Management and Sciences,Anaheim,www.calums.edu,6,33.842,-117.9416,0,0,NULL,NULL
Ross Medical Education Center-Davison,Davison,www.rosseducation.edu,26,43.0377,-83.518,0,0,NULL,NULL
Ross Medical Education Center-Granger,Granger,www.rosseducation.edu,18,41.7203,-86.1743,0,0,NULL,NULL
Ross Medical Education Center-Niles,Niles,www.rosseducation.edu,39,41.2111,-80.7527,0,0,NULL,NULL
Ross Medical Education Center-Canton,Canton,www.rosseducation.edu,26,42.3221,-83.4822,0,0,NULL,NULL
Pima Medical Institute-Houston,Houston,pmi.edu,48,29.7839,-95.5488,0,0,NULL,NULL
Illinois Center for Broadcasting–Chicago Campus,Chicago,www.beonair.com/chicago,17,41.875,-87.6277,0,0,NULL,NULL
Concorde Career Institute-Dallas,Dallas,www.concorde.edu,48,32.9188,-96.7423,0,0,NULL,1
Concorde Career Institute-Orlando,Orlando,www.concorde.edu,12,28.5599,-81.3409,0,0,NULL,1
Concorde Career Institute-San Antonio,San Antonio,www.concorde.edu,48,29.4893,-98.5816,0,0,NULL,1
Ecotech Institute,Aurora,ecotechinstitute.com,8,39.6912,-104.8283,0,0,NULL,NULL
Johnson & Wales University-Online,Providence,www.jwu.edu/content.aspx?id=55426,44,41.8204,-71.4137,0,0,NULL,NULL
Everest College-Fort Worth South,Ft Worth,www.everest.edu/campus/fort_worth_south,48,32.6872,-97.321,0,0,NULL,NULL
Everest College-Santa Ana,Santa Ana,www.everest.edu/campus/santa_ana,6,33.7484,-117.8732,0,0,NULL,NULL
Moreno Valley College,Moreno Valley,www.mvc.edu/,6,33.8871,-117.2051,0,0,NULL,NULL
Hair Design Institute at Fifth Avenue-New York,New York,hairdesigninstitute.com,36,40.7532,-73.9927,0,0,NULL,NULL
Onondaga School of Therapeutic Massage-Rochester,Rochester,www.ostm.edu/,36,43.159,-77.5852,0,0,NULL,NULL
Norco College,Norco,www.rcc.edu/norco/index.cfm,6,33.9154,-117.568,0,0,NULL,NULL
Daymar College-Louisville,Louisville,www.daymarcollege.edu/,21,38.2918,-85.5175,0,0,NULL,NULL
Dorsey Business Schools-Saginaw,Saginaw,dorsey.edu,26,43.4708,-83.9754,0,0,NULL,NULL
Milan Institute of Cosmetology-La Quinta,La Quinta,www.milaninstitute.edu,6,33.706,-116.2769,0,0,NULL,NULL
Milan Institute-Nampa,Nampa,www.milaninstitute.edu,16,43.6008,-116.5935,0,0,NULL,NULL
Milan Institute of Cosmetology-El Paso,El Paso,www.milaninstitute.edu,48,31.7494,-106.3017,0,0,NULL,NULL
Universal Technical Institute - Dallas Fort Worth,Irving,www.uti.edu,48,NULL,NULL,0,0,NULL,NULL
Finger Lakes School of Massage,Mt. Kisco,www.flsm.com/,36,41.2177,-73.7185,0,0,NULL,NULL
Park Avenue School of Cosmetology,Park Rapids,www.parkavenuecosmetology.com,27,46.9196,-95.06,0,0,NULL,NULL
Salter School of Nursing and Allied Health,Manchester,www.salternursing.com,33,42.9791,-71.449,0,0,NULL,NULL
Salter School-New Bedford,New Bedford,salterschool.com,25,41.6767,-70.9431,0,0,NULL,NULL
Harris School of Business-Upper Darby Campus,Upper Darby,www.harrisschool.edu,42,39.9609,-75.2589,0,0,NULL,NULL
Brown Mackie College-San Antonio,San Antonio,www.brownmackie.edu,48,29.4945,-98.555,0,0,NULL,NULL
Hollywood Institute of Beauty Careers,Miami Beach,www.hi.edu,12,25.8483,-80.1547,0,0,NULL,NULL
Cortiva Institute-New Jersey,Wall,https://www.cortiva.com,34,40.1506,-74.0971,0,0,NULL,NULL
Cambridge Junior College-Woodland,Woodland,www.cambridge.edu,6,38.6775,-121.7744,0,0,NULL,0.8667
Anthem College-Atlanta,Atlanta,www.anthem.edu,13,33.8221,-84.3675,0,0,NULL,NULL
ICPR Junior College-Manati,Arecibo,www.icprjc.edu,72,18.4267,-66.4652,0,0,NULL,NULL
Ridley-Lowell Business & Technical Institute-Danbury,Danbury,www.ridley.edu,9,41.3903,-73.4295,0,0,NULL,NULL
Artistic Nails and Beauty Academy-Lakeland,Lakeland,www.artisticbeautyschool.com/,12,28.055,-81.9453,0,0,NULL,NULL
Paul Mitchell the School-Murfreesboro,Murfreesboro,www.paulmitchelltheschool.com,47,35.8464,-86.4181,0,0,NULL,NULL
Allied American University,Laguna Hills,allied.edu,6,33.6234,-117.7292,0,0,NULL,NULL
American Sentinel University,Aurora,www.americansentinel.edu,8,39.6769,-104.8312,0,0,NULL,NULL
Tribeca Flashpoint Media Arts Academy,Chicago,www.tfa.edu,17,41.8826,-87.631,0,0,NULL,0.7375
Hawaii Medical College,Honolulu,www.hmi.edu,15,21.2951,-157.847,0,0,NULL,NULL
Carolina College of Hair Design,Asheville,carolinacollege.com/,37,35.595,-82.5324,0,0,NULL,NULL
Virginia College-Baton Rouge,Baton Rouge,www.vc.edu/campus/baton-rouge-louisiana-college.cfm,22,30.4597,-91.0961,0,0,NULL,NULL
Remington College-Heathrow Campus,Heathrow,www.remingtoncollege.edu/,12,28.0547,-82.4646,0,0,NULL,0.4714
College of Massage Therapy,Blackfoot,www.collegemassagetherapy.com,16,43.193,-112.3474,0,0,NULL,NULL
Miller-Motte College-Jacksonville,Jacksonville,www.miller-motte.edu,37,34.7527,-77.4104,0,0,NULL,NULL
Miller-Motte Technical College-Augusta,Augusta,www.miller-motte.edu,13,33.4933,-82.0871,0,0,NULL,NULL
Miller-Motte Technical College-Conway,Conway,www.miller-motte.edu,45,33.7844,-78.9911,0,0,NULL,NULL
Virginia College-Macon,Macon,www.vc.edu/campus/macon-georgia-college.cfm,13,32.8139,-83.6802,0,0,NULL,NULL
Virginia College-Spartanburg,Spartanburg,vc.edu,45,34.9354,-82.0056,0,0,NULL,NULL
Aveda Institute-Portland,Portland,avedapdx.com,41,45.5256,-122.6843,0,0,NULL,NULL
Chamberlain College of Nursing-Virginia,Arlington,www.chamberlain.edu,51,38.8522,-77.0498,0,0,NULL,0.8333
Stevens-Henager College-Boise,Boise,www.stevenshenager.edu/,16,43.5915,-116.2807,0,0,NULL,NULL
The Salon Professional Academy-Cincinnati,Cincinnati,www.thesalonprofessionalacademycincinnati.com,39,39.1466,-84.6212,0,0,NULL,NULL
Penrose Academy,Scottsdale,www.penroseacademy.com,4,33.608,-111.926,0,0,NULL,NULL
Virginia College-Richmond,Richmond,www.vc.edu/campus/richmond-virginia-college.cfm,51,37.5008,-77.5296,0,0,NULL,NULL
Skin Institute,Saint Louis,www.skininstitute.edu,29,38.5265,-90.3631,0,0,NULL,NULL
Northwest Institute of Literary Arts,Langley,www.nila.edu/mfa,53,48.0087,-122.5272,0,0,NULL,NULL
Body Therapy Institute,Siler City,www.bti.edu,37,35.7807,-79.3358,0,0,NULL,NULL
Beauty Academy of South Florida,Hialeah Gardens,www.basf.edu,12,25.8667,-80.3091,0,0,NULL,NULL
Ogle School Hair Skin Nails-North Dallas,Dallas,www.ogleschool.com,48,32.9849,-96.804,0,0,NULL,NULL
